Omicron Delta Epsilon---Omicron Delta Epsilon is the International Economics Honor Society. The primary purpose of Omicron Delta Epsilon is to recognize scholastic attainment in economics, but it is also intended to establish closer ties between students and faculty in economics. Students are eligible if they have an overall grade point average of at least 3.0, and at least twelve credits in economics with an average of at least a 3.0 GPA or better.---Students are eligible if they have an overall grade point average of at least 3.0, and at least twelve credits in economics with an average of at least a 3.0 GPA or better.---NULL---NULL---https://www.omicrondeltaepsilon.org/---0.00
Omicron Delta Kappa---Omicron Delta Kappa is a national leadership honor society for recognizing the top 1% of campus leaders. The group encourages superior scholarship, leadership, and exemplary character among college juniors and seniors, faculty, and staff. The society also recognizes achievement in athletics, campus or community service, social and religious activities, speech and the mass media and the creative and performing arts.---NULL---NULL---NULL---https://odk.org/about-odk/history/notable-alumni/---0.00
Phi Alpha---The Chi Eta chapter of the social work honor society encourages high scholastic attainment, provides a closer bond among students of social work and promotes humanitarian goals and ideas.---NULL---NULL---NULL---NULL---0.00
Phi Alpha Theta---The Eta Iota chapter of Phi Alpha Theta international honor society in history was established in 1959 to serve the needs of those students who have maintained a high scholastic average and who are interested in the further study and teaching of history. Membership is restricted to juniors and seniors. Notification of eligibility is given by the organization.---NULL---NULL---NULL---NULL---0.00
Phi Epsilon Kappa---Phi Epsilon Kappa is a national professional fraternity, which brings to its members an appreciation of their duties toward life, toward their profession, and toward their constituents. Founded on April 12, 1913 at the Normal College of the American Union in Indianapolis, Indiana, Phi Epsilon Kappa Fraternity is a national professional fraternity for persons engaged in or pursuing careers in Physical Education, Health, Human Performance, Exercise Science, and Sports Medicine.---The Salisbury University Epsilon Theta Honors Chapter extends an invitation to juniors and seniors in the Department of Health and Sport Sciences who have achieved and maintained a 3.0 GPA or higher.---NULL---NULL---NULL---0.00
Phi Eta Sigma---Phi Eta Sigma is a national honor society whose goal is to encourage and reward academic excellence among freshmen in institutions of higher learning. Freshmen are invited to join if their cumulative grade point average at the end of their freshman year is 3.5 or higher. Membership is recognition of personal accomplishment and serves as an incentive for continued high scholarship.---Freshmen are invited to join if their cumulative grade point average at the end of their freshman year is 3.5 or higher.---NULL---NULL---NULL---0.00
Phi Kappa Phi---Phi Kappa Phi is an international honor society with a local chapter on the SU campus. It fosters and recognizes outstanding scholarship in students from all areas of instruction. It is the only honor society which moves across the lines that traditionally separate the diverse academic disciplines. Juniors and seniors invited to membership must rank in the upper brackets of their graduating class. Those eligible for induction are notified during the academic year.---NULL---NULL---NULL---https://www.salisbury.edu/administration/academic-affairs/phi-kappa-phi/---0.00
Phi Sigma Iota---Phi Sigma Iota is the highest academic honor in the field of foreign languages and is accredited by the Association of College Honor Societies. It recognizes outstanding accomplishment in the study or teaching of the academic fields related to foreign language, literature, or culture.---To become a member, a student must be a major or minor in French, German or Spanish, have completed 45 semester hours or its equivalent, have passed at least one upper-level college course (300 or 400-level) in French, Spanish or German, and have a minimum grade point average of 3.0 on a 4.0 scale in all language courses and a cumulative grade point average of 3.3 on a 4.0 scale.---NULL---NULL---NULL---0.00
Phi Sigma Tau---The Maryland Zeta chapter of Phi Sigma Tau, an international honor society in philosophy, considers its organization instrumental in the day-to-day existence of the University. It serves as a means for developing and honoring academic excellence as well as philosophical interest. In addition to providing a means of awarding distinction to students having high scholarship and interest in philosophy, the society also promotes interest in philosophy among the general collegiate public.---NULL---NULL---NULL---NULL---0.00
Pi Delta Phi---Pi Delta Phi, the National French Honor Society, is the highest academic honor in the field of French and the oldest academic honor society for a modern foreign language in the United States. It is also officially endorsed by the American Association of Teachers of French.---To become a member, a student must have passed at least one upper-level French college course (i.e. beyond the intermediate-level), be at least a sophomore with a minimum grade point average of 3.0 on a 4.0 scale in all French courses and a cumulative grade point average of 3.0 on a 4.0 scale, and rank in the top 35% of their class.---NULL---NULL---NULL---0.00
Pi Gamma Mu---Pi Gamma Mu is an international honor society in the social sciences.---To qualify for membership, a student must be a junior, senior or graduate student in the upper 35 percent of the class; have at least 20 semester hours in one or more of the five core areas (economics, history, international relations, political science, sociology/anthropology) and in some other social science disciplines such as social psychology, criminal justice or human geography; and have a GPA of a B or better.---NULL---NULL---http://pigammamu.org/---0.00
Pi Mu Epsilon---Pi Mu Epsilon is a national honor society dedicated to the promotion and recognition of scholarly activity in the mathematical sciences. The Maryland Zeta Chapter of Pi Mu Epsilon was established at Salisbury University in 2001. To qualify for membership, a student must complete at least two semesters of calculus plus two additional courses in mathematics at or above the calculus level, have at least a 3.0 GPA overall, and have at least a 3.0 GPA in mathematics courses.---To qualify for membership, a student must complete at least two semesters of calculus plus two additional courses in mathematics at or above the calculus level, have at least a 3.0 GPA overall, and have at least a 3.0 GPA in mathematics courses.---NULL---NULL---NULL---0.00
Pi Sigma Alpha---The Pi Xi chapter of Pi Sigma Alpha, a national honor society in political science, was established in 1987 to recognize the scholarly achievement of outstanding political science students. To qualify for membership, a student must complete 18 hours of political science courses, be a junior or senior, have a 3.0 overall grade point average and have a 3.25 grade point average in political science courses.---To qualify for membership, a student must complete 18 hours of political science courses, be a junior or senior, have a 3.0 overall grade point average and have a 3.25 grade point average in political science courses.---NULL---NULL---NULL---0.00
Psi Chi---Psi Chi, a national honor society in psychology, was founded in 1929. The Salisbury chapter was established in 1974 to advance the science of psychology and to encourage, stimulate and maintain scholarship of its members in all fields, particularly psychology. The requirements for membership in Psi Chi start with the completion of 12 semester hours in psychology and satisfying grade point requirements.---NULL---NULL---NULL---NULL---0.00
SALUTE---SALUTE Veterans National Honor Society is an honor society that not only symbolizes the academic achievement of our veterans through the pursuit of knowledge, but also our commitment as a group to honor those among us that are the tip of the spear. Service, Academics, Leadership, Unity, Tribute, Excellence are the foundation blocks of our honor society and the foundation of your success. Eligible students must provide documentation of their military service and honorable discharge (DD214).---Eligible students must provide documentation of their military service and honorable discharge (DD214). A minimum of 15 credit hours must be completed at SU. Students are accepted on a tier system: Graduate students are Gold level at a 3.5 cumulative GPA or higher; Undergraduate student levels are Delta 3.00-3.24, Charlie 3.25-3.49, Bravo 3.50-3.74, Alpha 3.75-4.0.---NULL---NULL---NULL---0.00
Sigma Delta Pi---Sigma Delta Pi is the largest foreign language honor society in existence and is accredited by the Association of College Honor Societies. To become a member, a student must have completed three years of college-level Spanish, including at least three semester hours in Hispanic literature or Hispanic culture with a minimal grade point average of 3.0 in all Spanish courses and a cumulative grade point average of 3.0.---To become a member, a student must have completed three years of college-level Spanish, including at least three semester hours in Hispanic literature or Hispanic culture with a minimal grade point average of 3.0 in all Spanish courses and a cumulative grade point average of 3.0.---NULL---NULL---NULL---0.00
Sigma Iota Rho---Sigma Iota Rho is a national honor society in international studies, founded at American University in 1984. The Salisbury chapter, Zeta Omicron, was founded in 2015, and serves to recognize achievement in the field of international studies while promoting cooperation and scholarship among students in the major.---NULL---NULL---NULL---NULL---0.00
Sigma Pi Sigma---Sigma Pi Sigma exists to honor outstanding scholarship in physics, to encourage interest in physics among students at all levels, to promote an attitude of service, and to provide a fellowship of persons who have excelled in physics. Election is a lifelong membership and includes a one-year complimentary membership in the Society of Physics Students (SPS). Sigma Pi Sigma is an organization of the American Institute of Physics, and a member of the Association of College Honor Societies.---NULL---NULL---NULL---NULL---0.00
Sigma Theta Tau---Sigma Theta Tau, the international nursing honor society, recognizes excellence in scholarship, leadership and research in nursing. To qualify for membership in SUs Lambda Eta chapter, an undergraduate student must have completed one-half of the nursing curriculum, rank in the upper 35 percent of the graduating class and demonstrate potential for or achievement in nursing leadership.---To qualify for membership in SUs Lambda Eta chapter, an undergraduate student must have completed one-half of the nursing curriculum, rank in the upper 35 percent of the graduating class and demonstrate potential for or achievement in nursing leadership. A graduate student is required to have a 3.5 GPA, to have completed one-fourth of the program of study and have potential for leadership in the nursing profession.---NULL---NULL---NULL---0.00
Upsilon Pi Epsilon---Upsilon Pi Epsilon (UPE) is an international honor society in computing and information disciplines. It is a member of the Association of College Honor Societies (ACHS), and affiliated with the two largest computer organizations in the world, the Association for Computing Machinery (ACM) and the IEEE Computer Society. It is also a charter member of the International Federation of Engineering Education Societies (IFEES).---Computer science students are eligible for membership by completing at least 60 semester hours of undergraduate credit including 16 semester hours in the computer science courses, an overall grade point average of at least 3.0, a grade point average of at least 3.0 in all computer science coursework, and must rank in the top 35 percent of computer science students at SU.---NULL---NULL---https://upe.acm.org/---0.00
